timestamp,latitude,longitude,altitude,velocity_north_ms,velocity_east_ms,velocity_down_ms,velocity_2d_ms,velocity_3d_ms,heading_deg,acceleration_x_ms2,acceleration_y_ms2,acceleration_z_ms2,angular_velocity_x_rads,angular_velocity_y_rads,angular_velocity_z_rads,angular_velocity_rads,horizontal_acceleration_ms2,vertical_acceleration_ms2,acceleration_magnitude_ms2,distance_m,delta_time_s,calculated_speed_ms,slope,landcover,dx,dy,distance,dt,speed,landcover_type
1637841694.640285,8846764.180494713,-981867.09145351,329.497,-0.4399999976158142,-0.089999996125698,-0.2999999821186065,0.4491102283454944,0.5400925721352835,45.775787353515625,0.3741347625910282,-0.8112892569144071,-9.796622407989696,0.0024770296830683,-0.0008301335282157,-0.0020791354682296,0.0033388024830349,0.8934019694201351,0.0133775920103058,9.8372749114625,0.0,0.0,0.0,32.466033935546875,40.0,,,0.0,0.0,0.0,灌木地
1637841694.888349,8846764.405498054,-981867.412140792,329.788,-0.6100000143051147,-0.1499999910593032,-0.3899999856948852,0.6281719627379363,0.7393916442671244,45.775787353515625,0.3717102490469895,-0.8143352502161627,-9.800280088846048,0.0024766902485861,-0.0007557159813586,-0.0020920765586196,0.003328946614028,0.8951594321634528,0.0097199111539527,9.84107718843946,0.1549585450969394,0.248064208984375,0.6246711112875616,32.466033935546875,40.0,20171.531656281568,24871.869337670505,32023.43788087912,0.2480640411376953,0.6246711112875616,灌木地
1637841695.142249,8846764.359635862,-981867.5843679566,329.907,-0.8899999856948853,-0.2299999892711639,-0.4599999785423279,0.9192387990079788,1.0279104775517047,45.775787353515625,0.3752914963584828,-0.8123501144773246,-9.796863698629735,0.0025642243074252,-0.0008680750534403,-0.002127280938439,0.0034429819616492,0.8948499403421288,0.013136301370265,9.837646809337048,0.0497436236954914,0.25389990234375,0.1959182466645635,32.466033935546875,40.0,10820.58546594034,-5069.606735520065,11949.308861961421,0.25390005111694336,0.1959182466645635,灌木地
1637841695.39323,8846764.378634868,-981867.6092666584,329.97,-0.9300000071525574,-0.1700000017881393,-0.4799999892711639,0.945409971341388,1.06028298279848,45.775787353515625,0.3738689673316614,-0.8150263772194893,-9.796978498730764,0.0027526845131068,-0.0010467064846306,-0.0021037118253297,0.0036191808379381,0.8966861213920779,0.013021501269236,9.837928323833736,0.0126638900796813,0.25098095703125,0.0504575734728136,32.466033935546875,40.0,1565.0794045172681,2100.150189474225,2619.180093233902,0.25098085403442383,0.0504575734728136,灌木地
1637841695.6424909,8846764.651394976,-981867.5795079704,330.079,-0.7099999785423279,-0.0399999991059303,-0.4899999797344208,0.7111258464284507,0.8635970991141142,45.775787353515625,0.3755118976471479,-0.8157035662981263,-9.798495239536017,0.0026050821598618,-0.0007958398852497,-0.0020340111013501,0.0033995610515183,0.8979874683680412,0.0115047604639855,9.839557431742344,0.1346669520853632,0.249260986328125,0.5402648608157591,32.466033935546875,40.0,-1883.5623174251366,30150.902350842953,30209.67923652436,0.24926090240478516,0.5402648608157591,灌木地
1637841695.890073,8846764.604442561,-981867.5954191895,330.195,-0.6599999666213989,-0.0499999970197677,-0.4899999797344208,0.6618911962265585,0.8235289526069847,45.775787353515625,0.3747698456346472,-0.8128950496310199,-9.795284016506368,0.0024704734468832,-0.0009571183600928,-0.0021588775049894,0.0034176112547408,0.8951261357549759,0.0147159834936339,9.836098808111718,0.0230500201468389,0.24758203125,0.0931005373470088,32.466033935546875,40.0,1005.8988492804012,-5190.119982585311,5286.698206689595,0.24758219718933105,0.0931005373470088,灌木地
1637841696.140032,8846765.143188838,-981867.9142423632,330.456,-0.4399999976158142,-0.0999999940395355,-0.5299999713897705,0.4512205632612765,0.6960603180637301,45.775787353515625,0.379186782444304,-0.8164141695711384,-9.79770185627162,0.0026441226387395,-0.0006224592868238,-0.0020690827653742,0.0034146659547336,0.9001748231632539,0.0122981437283815,9.83896724136458,0.2966937801681117,0.249958984375,1.186969857914761,32.466033935546875,40.0,20429.621056862754,59553.01344525069,62959.755613703106,0.24995899200439453,1.186969857914761,灌木地
1637841696.389989,8846765.356771503,-981867.4971556332,330.177,-0.3100000023841858,0.0499999970197677,-0.4799999892711639,0.3140063712413682,0.5735852080384304,45.775787353515625,0.37290384714933,-0.8110992609936403,-9.79691894763966,0.0023776747984811,-0.0008464886527508,-0.0021962590608745,0.0033456590306009,0.8927145626700621,0.0130810523603397,9.837507822463175,0.1440517817476134,0.24995703125,0.5763061796150752,32.466033935546875,40.0,-26867.517703560967,23609.427759051323,35766.86436719083,0.24995684623718262,0.5763061796150752,灌木地
1637841696.639947,8846765.45257093,-981867.2871143456,330.039,-0.2399999946355819,0.0700000002980232,-0.4399999976158142,0.2499999949336051,0.5060632325794071,45.775787353515625,0.3739518218495863,-0.821066355987008,-9.795405737346682,0.0025901297619565,-0.0009819192183203,-0.0022483937814831,0.0035676619979605,0.9022139025743334,0.0145942626533184,9.83686756468962,0.0691801184544175,0.2499580078125,0.2767669620183216,32.466033935546875,40.0,-13562.116027013868,10589.668713584542,17206.745031924478,0.24995803833007812,0.2767669620183216,灌木地
1637841696.889904,8846765.508477747,-981867.2054944908,329.974,-0.1599999964237213,0.0399999991059303,-0.4099999964237213,0.1649242213383627,0.4419275911860638,45.775787353515625,0.3772068606408078,-0.8086869303472883,-9.79504408195713,0.0026364359306171,-0.0008036414065281,-0.002265251094941,0.00356763177047,0.8923337755733635,0.0149559180428706,9.835606139659742,0.0328978501837812,0.24995703125,0.1316140218951382,32.466033935546875,40.0,-5277.316332009469,6179.939586222172,8126.605746401738,0.24995708465576172,0.1316140218951382,灌木地
