timestamp,x,y,vx,vy,speed,heading,landcover,elevation,slope,curvature
2025-04-05 17:51:40,0.55,0.0,1.1,0.0,1.1,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,1.6,0.0,2.1,0.0,2.1,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,3.1500000000000004,0.0,3.1,0.0,3.1,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,5.2,0.0,4.1,0.0,4.1,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,7.75,0.0,5.1,0.0,5.1,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,10.8,0.0,6.1,0.0,6.1,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,14.350000000000001,0.0,7.1,0.0,7.1,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,18.400000000000002,0.0,8.1,0.0,8.1,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,22.950000000000003,0.0,9.1,0.0,9.1,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,27.950000000000003,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,32.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,37.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,42.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,47.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,52.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,57.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,62.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,67.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,72.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,77.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,82.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,87.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,92.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,97.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,102.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,107.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,112.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,117.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,122.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,127.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,132.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,137.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,142.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,147.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,152.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,157.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,162.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,167.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,172.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,177.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,182.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,187.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,192.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,197.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,202.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,207.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,212.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,217.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,222.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,227.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,232.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,237.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,242.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,247.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,252.95,0.0,10.0,0.0,10.0,0.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,257.874038765061,0.8682408883346516,9.84807753012208,1.7364817766693033,9.999999999999998,10.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,262.57250186899057,2.5783416049629952,9.396926207859085,3.420201433256687,10.000000000000002,20.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,266.9026288879128,5.078341604962995,8.660254037844387,4.999999999999999,10.0,30.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,270.7328511035077,8.292279653395692,7.66044443118978,6.4278760968653925,10.0,40.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,273.9467891519404,12.122501868990582,6.427876096865393,7.66044443118978,10.0,50.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,276.4467891519404,16.452628887912773,5.000000000000001,8.660254037844386,10.0,60.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,278.1568898685687,21.151091991842314,3.4202014332566884,9.396926207859083,10.0,70.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,279.02513075690337,26.075130756903356,1.7364817766693041,9.84807753012208,9.999999999999998,80.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,279.02513075690337,31.075130756903356,6.123233995736766e-16,10.0,10.0,90.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,278.1568898685687,35.9991695219644,-1.736481776669303,9.84807753012208,9.999999999999998,100.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,276.4467891519404,40.69763262589394,-3.420201433256687,9.396926207859085,10.000000000000002,110.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,273.9467891519404,45.02775964481613,-4.999999999999998,8.660254037844387,10.0,120.0,50,0.0,0.0,0.0
2025-04-05 17:51:40,270.7328511035077,48.857981860411016,-6.427876096865393,7.66044443118978,10.0,130.0,50,0.0,0.0,0.0
